2000-us-census-rdf,http://www.rdfabout.com/sparql,0,
biolit,http://biolit.rkbexplorer.com/sparql,0,
aemet,http://aemet.linkeddata.es/sparql,0,
agris,http://agrovoc.mimos.my:55824/catalogs/performance/repositories/agris,0,
agrovoc-skos,http://202.73.13.50:55824/catalogs/performance/repositories/agrovoc,0,
asn-us,http://sparql.jesandco.org:8890/sparql,0,
iucr-acta-cryst-e,http://purl.org/openbibliosets/iucrsparql,0,
grrp,http://sparql.linkedopendata.it/grrp,0,
grrt,http://sparql.linkedopendata.it/grrt,0,
bio2rdf-affymetrix,http://affymetrix.bio2rdf.org/sparql,0,
data-incubator-our-airports,http://api.talis.com/stores/airports/services/sparql,0,
allie-abbreviation-and-long-form-database-in-life-science,http://data.allie.dbcls.jp/sparql,1,
austrian_ski_racers,http://vocabulary.semantic-web.at/PoolParty/sparql/AustrianSkiTeam,0,
amsterdam-museum-as-edm-lod,http://semanticweb.cs.vu.nl/europeana/sparql,0,
southampton-ac-uk-apps,http://sparql.data.southampton.ac.uk/,0,
archiveshub-linkeddata,http://data.archiveshub.ac.uk/sparql,0,
rkb-explorer-acm,http://acm.rkbexplorer.com/sparql/,1,
b3kat,http://lod.b3kat.de/sparql,0,
bbc-music,http://api.talis.com/stores/bbc-backstage/services/sparql,0,
bbc-programmes,http://api.talis.com/stores/bbc-backstage/services/sparql,0,
bbc-wildlife-finder,http://api.talis.com/stores/bbc-wildlife/services/sparql,0,
bdgp,http://www.open-biomed.org.uk/sparql/endpoint/bdgp_20081030,0,
bibbase,http://data.bibbase.org:2020/sparql,0,
bible-ontology,http://bibleontology.com/sparql/index.jsp,0,
bio2rdf-biocyc,http://biocyc.bio2rdf.org/sparql,0,
biographical-directory-of-the-united-states-congress,http://logd.tw.rpi.edu/sparql,0,
bricklink,http://api.kasabi.com/dataset/bricklink/apis/sparql,0,
british-museum-collection,http://collection.britishmuseum.org/Sparql,0,
bluk-bnb,http://bnb.data.bl.uk/sparql,0,
rkb-explorer-budapest,http://budapest.rkbexplorer.com/sparql/,1,
bio2rdf-cas,http://cas.bio2rdf.org/sparql,0,
combined-nomenclature-2012,http://156.35.31.156/sparql,0,
core,http://core.kmi.open.ac.uk/squery,0,
corscheck,http://eris.okfn.org/sparql,0,
cpa-2008,http://156.35.31.156/sparql,0,
cpc-2008,http://156.35.31.156/sparql,0,
cpv-2003,http://156.35.31.156/sparql,0,
cpv-2008,http://156.35.31.156/sparql,0,
ctic-public-dataset,http://data.fundacionctic.org/sparql,0,
catalogus-professorum-lipsiensis,http://catalogus-professorum.org/sparql,0,
bio2rdf-chebi,http://chebi.bio2rdf.org/sparql,0,
farmbio-chembl,http://rdf.farmbio.uu.se/chembl/sparql,0,
farmbio-chembl,http://rdf.farmbio.uu.se/chembl/sparql,0,
chempedia-rdf,http://api.kasabi.com/dataset/chempedia-rdf/apis/sparql,0,
chebi,http://chebi.bio2rdf.org/sparql,0,
rkb-explorer-citeseer,http://citeseer.rkbexplorer.com/sparql/,1,
data-incubator-climb,http://api.talis.com/stores/climb/services/sparql,0,
rkb-explorer-cordis,http://cordis.rkbexplorer.com/sparql/,1,
fu-berlin-cordis,http://www4.wiwiss.fu-berlin.de/cordis/sparql,0,
ckan,http://semantic.ckan.net/sparql/,0,
copac-library-catalogue,http://data.copac.ac.uk/sparql,0,
crystal-eye,http://crystaleye.ch.cam.ac.uk/sparql/,0,
culturalinkeddata,http://cultura.linkeddata.es/sparql,0,
fu-berlin-dblp,http://www4.wiwiss.fu-berlin.de/dblp/sparql,0,
rkb-explorer-dblp,http://dblp.rkbexplorer.com/sparql/,1,
l3s-dblp,http://dblp.l3s.de/d2r/sparql,0,
jamendo-dbtune,http://dbtune.org/jamendo/sparql/,0,
dbtune-john-peel-sessions,http://dbtune.org/bbc/peel/sparql/,0,
dbtune-magnatune,http://dbtune.org/magnatune/sparql/,0,
dbtune-musicbrainz,http://dbtune.org/musicbrainz/sparql,0,
dbtune-myspace,http://dbtune.org/myspace/sparql/,0,
dbtune-classical,http://dbtune.org/classical/sparql/,0,
dbpedia,http://dbpedia.org/sparql,1,
dbpedia-de,http://de.dbpedia.org/sparql,0,
dbpedia-el,http://el.dbpedia.org/sparql,0,
dbpedia-pt,http://pt.dbpedia.org/sparql,0,
dbpedia-live,http://live.dbpedia.org/sparql,0,
rkb-explorer-deploy,http://deploy.rkbexplorer.com/sparql/,1,
fu-berlin-dailymed,http://www4.wiwiss.fu-berlin.de/dailymed/sparql,0,
data-incubator-musicbrainz,http://api.talis.com/stores/musicbrainz/services/sparql,0,
data-gov,http://services.data.gov/sparql,0,
data-gov-ie,http://data-gov.ie/sparql,0,
ox-ac-uk-catalogue-metadata,http://data.ox.ac.uk/sparql/,0,
ox-ac-uk-catalogue,http://data.ox.ac.uk/sparql/,0,
zaragoza-datosabiertos,http://www.zaragoza.es/datosabiertos/sparql,0,
datos-bcn-cl,http://datos.bcn.cl/sparql,0,
rkb-explorer-deepblue,http://deepblue.rkbexplorer.com/sparql/,1,
deutsche-biographie,http://ndb.publink.lod2.eu/sparql,0,
dewey_decimal_classification,http://dewey.info/sparql.php,0,
diavgeia,http://diavgeia.math.auth.gr/sparql,0,
data-incubator-discogs,http://api.kasabi.com/dataset/discogs/apis/sparql,1,
fu-berlin-diseasome,http://www4.wiwiss.fu-berlin.de/diseasome/sparql,0,
rkb-explorer-italy,http://italy.rkbexplorer.com/sparql,0,
fu-berlin-drugbank,http://www4.wiwiss.fu-berlin.de/drugbank/sparql,0,
environmental-applications-reference-thesaurus,http://linkeddata.ge.imati.cnr.it:2020/sparql,1,
ecco-tcp-linked-data,http://api.kasabi.com/dataset/ecco-tcp-eighteenth-century-collections-online-texts/apis/sparql,0,
eea-rod,http://cr.eionet.europa.eu/sparql,0,
eea-vocabularies,http://cr.eionet.europa.eu/sparql,0,
rkb-explorer-era,http://era.rkbexplorer.com/sparql/,1,
eu-agencies-bodies,http://agencies.publicdata.eu/sparql,0,
eu-parliament-media,http://api.talis.com/stores/eupmedia/services/sparql,0,
eu-who-is-who,http://api.talis.com/stores/whoiswho/services/sparql,0,
beneficiaries-of-the-european-commission,http://fintrans.publicdata.eu/sparql,0,
eumida-linked-data,http://api.talis.com/stores/eumida/services/sparql,0,
eur-lex-rdf,http://eur-lex.publicdata.eu/sparql,0,
